Tanggal,Waktu,Pengirim,Pesan,Is_System_Message,Cluster_3,Cluster_4,Cluster_5
11/10/24,10.03,Atha,iku sg nomer 2 i individu opo ttp kelompok?,False,1,3,3
11/10/24,10.03,Bayu,ngopo cukðÿ˜‘,False,1,3,3
11/10/24,10.11,Alex,nah kui koyone individu,False,1,3,3
11/10/24,10.18,Bayu,individu,False,1,3,3
11/10/24,12.31,duta,<media tidak disertakan>,False,1,1,1
11/10/24,12.32,Alex,bayar ra dut,False,1,3,3
11/10/24,12.32,duta,free sampe tgl 11,False,1,3,3
11/10/24,12.32,duta,dino iki,False,1,3,3
11/10/24,12.32,duta,claim o,False,1,3,3
11/10/24,12.32,Atha,bisa mabar ga?,False,1,3,3
11/10/24,12.32,duta,nek dari review ne sih bisa,False,1,3,3
11/10/24,12.33,duta,lha kui desc e multiplayer,False,1,3,3
11/10/24,12.34,Atha,lah iya kocak,False,1,3,3
11/10/24,12.34,Atha,sek download,False,1,3,3
11/10/24,12.34,Atha,langsung infokan saja,False,1,3,3
11/10/24,12.39,duta,garap aps bjirr,False,1,3,3
11/10/24,12.39,Alex,santai bjir masih mingguðÿ—¿ðÿ¤£,False,1,3,3
11/10/24,12.39,duta,kocakk,False,1,3,3
11/10/24,12.4,Alex,<media tidak disertakan>,False,1,1,1
11/10/24,12.43,Atha,review e mostly negative jirrr,False,1,3,3
11/10/24,12.49,Atha,<media tidak disertakan>,False,1,1,1
11/10/24,12.49,Zaki,meh do garap kapan ?,False,1,3,3
11/10/24,12.49,duta,lagi we rilis nde wingi bjirr,False,1,3,3
11/10/24,12.5,Atha,ayo discord,False,1,3,3
11/10/24,12.5,Atha,minggu iki full acara njrr,False,1,3,3
11/10/24,12.51,Zaki,nek saiki nusul hehe,False,1,3,3
11/10/24,12.51,Zaki,nek kamous delo,False,1,3,3
11/10/24,12.51,duta,2,False,1,3,3
11/10/24,12.52,Atha,yo sg iso sek,False,1,3,3
11/10/24,12.52,Atha,tapi w makan duls,False,1,3,3
11/10/24,12.54,Atha,@6281337414045 @6281288360400 @6283863404275,False,1,3,3
11/10/24,12.54,Alex,dc?,False,1,3,3
11/10/24,12.58,Avicena,,False,1,3,3
11/10/24,12.58,Alex,mantap,False,1,3,3
11/10/24,12.59,Alex,@6282139259006 ki piye dc pora?,False,1,3,3
11/10/24,12.59,Atha,selamat cen,False,1,3,3
11/10/24,12.59,Atha,mangan sek,False,1,3,3
11/10/24,12.59,Alex,yo kabar kabar e,False,1,3,3
11/10/24,13.0,Alex,<media tidak disertakan>,False,1,1,1
11/10/24,13.34,Atha,sido ga,False,1,3,3
11/10/24,13.38,Alex,sek lagek mangan yok an,False,1,3,3
11/10/24,13.4,Atha,ngantuk parah i,False,1,3,3
11/10/24,13.4,Alex,la ngko po piye bar bar isya po sore yo kenek,False,1,3,3
11/10/24,13.42,duta,wes a mangan sek,False,1,3,3
11/10/24,13.43,Atha,manut,False,1,3,3
11/10/24,13.43,Atha,yen bengi nyusul tapi,False,1,3,3
11/10/24,14.23,Bayu,podo,False,1,3,3
11/10/24,17.07,Atha,<media tidak disertakan>,False,1,1,1
11/10/24,19.09,Alex,cah iki topik e meh opo ki arep tak cicil,False,1,3,3
11/10/24,19.1,duta,iki lex,False,1,3,3
11/10/24,19.1,Alex,oke,False,1,3,3
11/10/24,19.12,Atha,<video note omitted>,False,1,3,3
11/10/24,19.13,Alex,<media tidak disertakan>,False,1,1,1
11/10/24,20.16,Alex,<media tidak disertakan>,False,1,1,1
11/10/24,20.16,Alex,monggo direvisi jika perlu,False,1,3,3
11/10/24,20.17,Alex,<media tidak disertakan>,False,1,1,1
11/10/24,20.53,Zaki,paket komplit ngene,False,1,3,3
11/10/24,21.2,Atha,<media tidak disertakan>,False,1,1,1
11/10/24,21.2,Atha,<media tidak disertakan>,False,1,1,1
11/10/24,21.2,Atha,<media tidak disertakan>,False,1,1,1
11/10/24,21.23,Alex,<media tidak disertakan>,False,1,1,1
13/10/24,14.57,Alex,eh cah aps seng nomer 1 kan kon jelaske progres la wi meh dijawab piye,False,1,3,3
13/10/24,15.04,duta,angger gawe nggo kata kata ne dewe wae,False,1,3,4
13/10/24,15.04,Alex,maksude ki progrese ki meh di omongne teko ngnedi meh an,False,1,3,3
13/10/24,15.05,duta,aku sih mung tekan pieces,False,1,3,3
13/10/24,15.06,Alex,berarti fix tekan pieces ya dadi sak kelompok i jawaban e podo,False,1,3,3
13/10/24,15.07,duta,<media tidak disertakan>,False,1,1,1
13/10/24,15.08,Alex,<media tidak disertakan>,False,1,1,1
13/10/24,15.08,duta,<media tidak disertakan>,False,1,1,1
13/10/24,16.36,Bayu,iki nomer piro,False,1,3,3
13/10/24,17.0,Zaki,1,False,1,3,3
13/10/24,17.04,Alex,inpo kan nomer 2,False,1,3,3
13/10/24,17.1,duta,lha iki paragraf 2 nomor 2,False,1,3,3
13/10/24,17.1,Alex,<media tidak disertakan>,False,1,1,1
13/10/24,17.1,Bayu,la renek nomere marai bingung,False,1,3,3
13/10/24,17.1,Bayu,nomer 2 kan kon gawe nganggo studi kasus meneh,False,1,3,3
13/10/24,17.1,Alex,<media tidak disertakan>,False,1,1,1
13/10/24,17.11,Bayu,analisis kelayakane,False,1,3,3
13/10/24,17.11,Alex,maksude,False,1,3,3
13/10/24,17.11,duta,,False,1,3,3
13/10/24,17.11,Bayu,oleh nganggo sek garapane dewe kui,False,1,3,3
13/10/24,17.12,Alex,mosok iyo jon kerja 2 kali no,False,1,3,3
13/10/24,17.13,Bayu,masute nomer 2 ki studi kelayakan soko stdi kasus ki di gawe ngunu,False,1,3,3
13/10/24,17.14,Bayu,soale kan buatlah contoh analisis kelayakan  sistem  pada studi kasus tertentu,False,1,3,3
13/10/24,17.15,Alex,ki seng ws ngirim tugas sopo ae cah?,False,1,3,3
13/10/24,17.18,Zaki,studi kasus e bebas to,False,1,3,3
13/10/24,17.18,Bayu,bebas,False,1,3,3
13/10/24,17.18,Bayu,penting gawe,False,1,3,3
13/10/24,17.18,Bayu,analisis kelayakan,False,1,3,3
13/10/24,17.19,Zaki,yowes,False,1,3,3
13/10/24,17.41,duta,aku,False,1,3,3
13/10/24,17.42,Atha,keren banget kamu bang,False,1,3,3
13/10/24,17.43,Alex,<media tidak disertakan>,False,1,1,1
13/10/24,17.45,duta,<media tidak disertakan>,False,1,1,1
13/10/24,17.52,Atha,<media tidak disertakan>,False,1,1,1
13/10/24,18.13,duta,<media tidak disertakan>,False,1,1,1
17/10/24,19.4,Atha,gimans kawan,False,1,3,3
18/10/24,19.21,Atha,@6281337414045,False,1,3,3
18/10/24,20.44,Alex,<media tidak disertakan>,False,1,1,1
21/10/24,15.18,Atha,https://gartic.io/066adl02,False,1,3,3
21/10/24,15.28,Atha,https://gartic.io/066tkwai,False,1,3,3
21/10/24,15.35,Atha,https://gartic.io/055vsapi,False,1,3,3
21/10/24,20.42,Atha,<media tidak disertakan>,False,1,1,1
21/10/24,20.42,Zaki,sangar,False,1,3,3
21/10/24,21.02,Atha,@6281337414045,False,1,3,3
22/10/24,7.18,Alex,<media tidak disertakan>,False,1,1,1
22/10/24,10.5,Atha,<media tidak disertakan>,False,1,1,1
22/10/24,11.53,Alex,,False,1,3,3
22/10/24,11.54,Alex,inter :,False,1,3,3
,,,1. https://www.researchgate.net/publication/333485907_blended_learning_a_new_hybrid_teaching_methodology,True,1,3,3
,,,3. https://journal3.uin-alauddin.ac.id/index.php/alasma/article/view/13646,True,1,3,3
,,,2. https://scholar.google.com/citations?view_op=view_citation&hl=id&user=23dm5eeaaaaj&citation_for_view=23dm5eeaaaaj:j-pr_7nvfogc,True,1,3,3
,,,,True,1,3,3
,,,local :,True,1,3,3
,,,1. https://journal.unismuh.ac.id/index.php/jkpd/article/view/3934,True,1,3,3
,,,2. https://jurnaldikbud.kemdikbud.go.id/index.php/jpnk/article/view/1841,True,1,3,3
,,,3. https://www.researchgate.net/publication/352059290_analisis_tingkat_kesiapan_perguruan_tinggi_dan_tingkat_kepuasan_pengguna_dalam_implementasi_e-learning_system_sebagai_dampak_dari_pandemi_covid_19,True,1,3,3
,,,4. https://www.edukatif.org/index.php/edukatif/article/view/89,True,1,3,3
,,,5. https://ojs.unm.ac.id/pubpend/article/view/14427 <pesan ini diedit>,True,1,3,4
22/10/24,12.14,Alex,pesan ini dihapus,False,1,3,4
22/10/24,13.34,Alex,<media tidak disertakan>,False,1,1,1
22/10/24,18.48,Atha,info nim,False,1,3,3
22/10/24,18.48,Alex,l200220205,False,1,3,3
22/10/24,18.48,Bayu,l200220205 alex,False,1,3,3
,,,l200220223 bayu,True,1,3,3
22/10/24,18.49,Alex,<media tidak disertakan>,False,1,1,1
22/10/24,18.5,duta,l200220200,False,1,3,3
22/10/24,18.51,Bayu,<media tidak disertakan>,False,1,1,1
22/10/24,18.52,duta,<media tidak disertakan>,False,1,1,1
22/10/24,18.52,Zaki,l200220208,False,1,3,3
22/10/24,18.53,Bayu,<media tidak disertakan>,False,1,1,1
22/10/24,18.57,Atha,https://www.canva.com/design/daguszrwbs8/av1wbrudlaer_sueb8o88g/edit?utm_content=daguszrwbs8&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,False,1,3,3
22/10/24,18.58,Alex,<media tidak disertakan>,False,1,1,1
22/10/24,19.0,Atha,<media tidak disertakan>,False,1,1,1
22/10/24,19.01,Alex,<media tidak disertakan>,False,1,1,1
22/10/24,19.01,Atha,golekne logo spada,False,1,3,3
22/10/24,19.03,Alex,https://images.app.goo.gl/tfxy55h3tuf8zcjd9,False,1,3,3
22/10/24,19.06,Atha,yang bulat,False,1,3,3
22/10/24,19.06,Atha,ngga bisa masuk,False,1,3,3
22/10/24,19.06,Alex,raono jir,False,1,3,3
22/10/24,19.06,Alex,logo ums opsional akwkwowkw,False,1,3,3
22/10/24,19.07,Atha,yws logo ums ae,False,1,3,3
22/10/24,19.08,Atha,@6281288360400,False,1,3,3
22/10/24,19.09,Avicena,?,False,1,3,3
22/10/24,19.09,Atha,nim kocak,False,1,3,3
22/10/24,19.09,Avicena,204,False,1,3,3
22/10/24,19.16,Atha,deki nim piro,False,1,3,3
22/10/24,19.22,Dicky,199,False,1,3,3
22/10/24,19.23,Alex,<media tidak disertakan>,False,1,1,1
22/10/24,19.25,Atha,dc kene lek,False,1,3,3
22/10/24,19.25,Alex,sek meh mangan aku,False,1,3,3
22/10/24,19.29,Atha,ancuk pendahuluan e dowo tenan,False,1,3,3
22/10/24,19.29,Alex,@6283863404275 seng gae mana ku  tau,False,1,3,3
22/10/24,19.31,Bayu,suog,False,1,3,3
22/10/24,19.31,Bayu,jenengku kleru,False,1,3,3
22/10/24,19.31,Alex,kelakuan e @6282139259006 aowkwowwk,False,1,3,3
22/10/24,19.35,Atha,ws manut ae,False,1,3,3
22/10/24,19.35,duta,ngerimen cah,False,1,3,3
22/10/24,19.36,Atha,ngko slide pertama insert logo ums yo,False,1,3,3
22/10/24,19.36,Atha,tak insert mau ga simetris,False,1,3,3
22/10/24,19.36,Alex,<media tidak disertakan>,False,1,1,1
22/10/24,19.36,duta,okee,False,1,3,3
22/10/24,19.36,Atha,karo kek i bunga opo sesuatu ngono,False,1,3,3
22/10/24,19.37,Atha,ben ga kosong,False,1,3,3
22/10/24,19.37,Alex,<media tidak disertakan>,False,1,1,1
22/10/24,19.37,duta,okee,False,1,3,3
22/10/24,19.37,duta,,False,1,3,3
22/10/24,19.39,Atha,jirrr saitama kah,False,1,3,3
22/10/24,19.4,duta,bjirrlahh,False,1,3,3
22/10/24,19.4,duta,lengah dikit langsung bahas film porno,False,1,3,3
22/10/24,19.41,Atha,ngomong o dut ono sg nduwe agomo,False,1,3,3
22/10/24,19.42,duta,,False,1,3,3
22/10/24,19.44,Atha,oyyyy,False,1,3,3
22/10/24,19.44,Atha,mengerikan,False,1,3,3
22/10/24,19.45,Bayu,<media tidak disertakan>,False,1,1,1
22/10/24,19.5,Atha,<media tidak disertakan>,False,1,1,1
22/10/24,19.5,Bayu,kalimat lengkap e pie,False,1,3,3
22/10/24,19.5,Bayu,ss en,False,1,3,3
22/10/24,19.51,Atha,<media tidak disertakan>,False,1,1,1
22/10/24,19.52,Alex,sek tak deloke e file sena sek,False,1,3,3
22/10/24,19.53,Alex,nk ng file sena varias ki,False,1,3,3
22/10/24,19.53,Alex,@6281288360400 varias apa jir,False,1,3,3
22/10/24,19.55,Atha,opo varian,False,1,3,3
22/10/24,19.55,Alex,@6281288360400 inpo inpo,False,1,3,3
22/10/24,19.55,Alex,<media tidak disertakan>,False,1,1,1
22/10/24,19.56,Alex,nk manut dokumen e sena varias ki,False,1,3,3
22/10/24,19.56,Avicena,variasi,False,1,3,3
22/10/24,19.56,Alex,<media tidak disertakan>,False,1,1,1
22/10/24,20.53,Atha,akeh tenan anying,False,1,3,3
22/10/24,21.21,Atha,iki ga ono kelayakan hukum?,False,1,3,3
22/10/24,21.21,Atha,oh ono,False,1,3,3
22/10/24,21.26,duta,tak edit iki?,False,1,3,3
22/10/24,21.26,Atha,iyo sesuai rencana,False,1,3,3
22/10/24,21.27,duta,iki tok?,False,1,3,3
22/10/24,21.27,Atha,yhh,False,1,3,3
22/10/24,21.28,Atha,karo elemen yen pengen,False,1,3,3
22/10/24,21.44,Atha,ws bar,False,1,3,3
22/10/24,21.46,Avicena,jenenge co,False,1,3,3
22/10/24,21.5,duta,done,False,1,3,3
22/10/24,21.5,duta,iki ancen ppt ne akeh?,False,1,3,3
22/10/24,21.5,duta,kek oga ppt bjirr,False,1,3,3
22/10/24,21.52,Atha,aku manut sg ngek i materi bzir,False,1,3,3
22/10/24,22.02,Avicena,pendahuluan e 3 slide jir,False,1,3,3
22/10/24,22.07,Atha,lha 8 sitasi,False,1,3,3
22/10/24,22.07,Atha,meh gimana @6281337414045,False,1,3,3
22/10/24,22.08,Alex,gimana piye,False,1,3,3
23/10/24,8.5,Atha,kisi2 mppl:,False,1,3,3
,,,1. perangkat kerja mangement,True,1,3,3
,,,2. three spear 3 management proyek,True,1,3,3
,,,3. 4 kerangka oraganisasi,True,1,3,3
,,,4. lingkup pekerjaan sdlc,True,1,3,3
,,,5. kegiatan teknik sm aktivitas management,True,1,3,3
,,,6. tahapan waktu management proyek,True,1,3,3
,,,7. presedent diagram,True,1,3,3
,,,8. srs(sistem requirment s),True,1,3,3
,,,9. 6 proses management lingkup,True,1,3,3
23/10/24,9.0,Atha,<media tidak disertakan>,False,1,1,1
23/10/24,9.08,Atha,https://gartic.io/066fznyo,False,1,3,3
23/10/24,9.2,Alex,<media tidak disertakan>,False,1,1,1
23/10/24,9.2,Atha,https://gartic.io/066rtiy8,False,1,3,3
23/10/24,14.06,Alex,@6282139259006 seng nggowo laptop kowe to?,False,1,3,3
23/10/24,14.36,Atha,nda tau,False,1,3,3
24/10/24,19.5,Dicky,info isi laporan e op ae <pesan ini diedit>,False,1,3,4
24/10/24,19.53,Atha,<media tidak disertakan>,False,1,1,1
24/10/24,19.54,Dicky,tenanan jink,False,1,3,3
24/10/24,19.58,duta,pendahuluan,False,1,3,3
24/10/24,19.58,duta,dapus?,False,1,3,3
24/10/24,19.59,Dicky,enek seng moto ppt ra,False,1,3,3
24/10/24,20.01,Alex,ppt sng ndi?,False,1,3,3
24/10/24,20.03,duta,ppt opo?,False,1,3,3
24/10/24,20.11,Dicky,seng isi laporan kae lo,False,1,3,3
24/10/24,20.18,Alex,iki?,False,1,3,3
24/10/24,20.43,Dicky,ws ws,False,1,3,3
24/10/24,20.43,Dicky,iki seng kelayakan sistem gur teko ekonomi jir,False,1,3,3
24/10/24,20.44,Dicky,dihapus op gen ae,False,1,3,3
24/10/24,20.44,Zaki,sing perlu tok ae,False,1,3,3
24/10/24,20.59,Alex,ga kabeh po?,False,1,3,3
24/10/24,21.05,Dicky,la iki,False,1,3,3
24/10/24,22.07,Dicky,<media tidak disertakan>,False,1,1,1
24/10/24,22.07,Dicky,tok ngumpulke nengdi,False,1,3,3
24/10/24,22.07,duta,spada,False,1,3,3
24/10/24,22.08,Dicky,ga enk i,False,1,3,3
24/10/24,22.19,Zaki,drung digawe paling,False,1,3,3
27/10/24,18.13,Dicky,maateri aps gur teko pertemuan 5 to seng spada,False,1,3,3
27/10/24,18.13,Alex,yes king,False,1,3,3
27/10/24,18.14,Dicky,wokeh,False,1,3,3
27/10/24,18.14,Dicky,lhaa pengumpulan laporan e enk rung cuy,False,1,3,3
27/10/24,18.14,Alex,ws mbok sitasi dik wi pendahuluanne,False,1,3,3
27/10/24,18.15,Dicky,aaku copy ppt i,False,1,3,3
27/10/24,18.15,Alex,ppt durung di sitasi ketoke <pesan ini diedit>,False,1,3,4
27/10/24,18.17,Dicky,tambahi cuy,False,1,3,3
29/10/24,22.25,Zaki,kisi-kisi dwdm,False,1,3,3
,,,ada pertanyyan teoritis,True,1,3,3
,,,ada 1 pertanyan  diberi star schema,True,1,3,3
,,,pengertain data warehouse ,True,1,3,3
,,,perbedaan oltp olap,True,1,3,3
,,,skema data warehouse,True,1,3,3
,,,menggambar kubus,True,1,3,3
29/10/24,22.26,Atha,laporan e ws disubmit?,False,1,3,3
29/10/24,22.27,Zaki,sampun,False,1,3,3
29/10/24,22.33,Avicena,zak iki kisiâ² dosen sopo?,False,1,3,3
29/10/24,22.35,Atha,ketok e tipe soal e mung 1,False,1,3,3
29/10/24,22.36,Zaki,ra ngerti si,False,1,3,3
29/10/24,22.36,Avicena,oke,False,1,3,3
29/10/24,22.36,Zaki,info rangkuman,False,1,3,3
29/10/24,22.37,Atha,tutor kubus bolo,False,1,3,3
30/10/24,0.28,Bayu,ndelok video sek bab 4,False,1,3,3
30/10/24,0.28,Bayu,neng ol,False,1,3,3
30/10/24,0.28,Bayu,sek pak yusuf jelasne,False,1,3,3
01/11/24,20.0,Bayu,info jawaban soal nomer 1 tahun lalu mppl,False,1,3,3
01/11/24,20.05,Atha,pesan ini dihapus,False,1,3,4
01/11/24,20.07,Atha,aspek bisnis:,False,1,3,3
,,,,True,1,3,3
,,,#name?,True,1,3,3
,,,#name?,True,1,3,3
,,,siapa saja pemangku kepentingan yang akan mendapatkan manfaat dari proyek ini?,True,1,3,4
,,,#name?,True,1,3,3
,,,#name?,True,1,3,3
,,,,True,1,3,3
,,,aspek teknologi:,True,1,3,3
,,,,True,1,3,3
,,,#name?,True,1,3,3
,,,#name?,True,1,3,3
,,,#name?,True,1,3,3
,,,#name?,True,1,3,3
,,,,True,1,3,3
,,,aspek organisasi:,True,1,3,3
,,,,True,1,3,3
,,,#name?,True,1,3,3
,,,#name?,True,1,3,3
,,,#name?,True,1,3,3
,,,#name?,True,1,3,3
01/11/24,20.08,Alex,<media tidak disertakan>,False,1,1,1
01/11/24,20.09,Atha,<media tidak disertakan>,False,1,1,1
01/11/24,20.1,Alex,<media tidak disertakan>,False,1,1,1
01/11/24,20.1,Alex,<media tidak disertakan>,False,1,1,1
01/11/24,20.1,Alex,<media tidak disertakan>,False,1,1,1
10/11/24,10.58,Zaki,https://www.instagram.com/reel/dcchxqrvxsf/?igsh=cwnwzxn2ntn0nhzv,False,1,3,3
10/11/24,10.58,Zaki,@6281336530958,False,1,3,3
10/11/24,11.05,Alex,<media tidak disertakan>,False,1,1,1
10/11/24,11.05,Zaki,mirip diki,False,1,3,3
10/11/24,11.06,Alex,dicky budionoðÿ—¿,False,1,3,3
10/11/24,11.15,Zaki,siregar,False,1,3,3
10/11/24,12.22,Dicky,<media tidak disertakan>,False,1,1,1
18/11/24,17.35,duta,aps ono tugas ga cah?,False,1,3,3
20/11/24,20.57,Dicky,https://youtu.be/00o1vjytp4i?si=9ldkm0nevvs64zlw,False,1,3,3
21/11/24,11.34,Bayu,<media tidak disertakan>,False,1,1,1
21/11/24,11.37,duta,gas lek,False,1,3,3
23/11/24,18.18,Bayu,info aps lek,False,1,3,3
23/11/24,18.25,Alex,@6281336530958 kirim neh dik rakenek di download ki,False,1,3,3
23/11/24,18.34,Atha,tugas 1 sg ndi? spada kae?,False,1,3,3
23/11/24,18.35,duta,iyo,False,1,3,3
23/11/24,18.35,Atha,okeng,False,1,3,3
23/11/24,18.35,Alex,tugasi siji ki sing tugas kelompok opo tugas individu?,False,1,3,3
23/11/24,18.36,duta,iki sing digawe perancangan arsitektur sistem mbe perancangan database sistem e berdasarkan analisis spada kelompok?,False,1,3,3
23/11/24,18.36,Atha,berdasarkan tugas 1,False,1,3,3
23/11/24,18.36,Atha,lha tugas 1 i sg ndi,False,1,3,3
23/11/24,18.37,Alex,<media tidak disertakan>,False,1,1,1
23/11/24,18.38,Zaki,tugas 1 i le kelompok ga si,False,1,3,3
23/11/24,18.38,Atha,<media tidak disertakan>,False,1,1,1
23/11/24,18.39,duta,iyo,False,1,3,3
23/11/24,18.39,Zaki,opo sing analisis kelayakan ?,False,1,3,3
23/11/24,18.39,duta,sing tugas kelompok di analisis dewe meneh opo kelompok?,False,1,3,3
23/11/24,18.39,Atha,yen analisis kelayakan i kelompok,False,1,3,3
23/11/24,18.4,Atha,yen sg iki kae asal gawe jir,False,1,3,3
23/11/24,18.43,Atha,opo sg spada ae?,False,1,3,3
23/11/24,18.43,Zaki,bingung gua,False,1,3,3
23/11/24,18.44,Atha,2,False,1,3,3
23/11/24,18.53,duta,sing kelompok analisis spada,False,1,3,3
23/11/24,18.54,Atha,sumber?,False,1,3,3
23/11/24,18.54,Atha,a1?,False,1,3,3
23/11/24,19.01,duta,rambut zidane,False,1,3,3
23/11/24,19.12,Atha,yws spada ae yo,False,1,3,3
23/11/24,19.12,Atha,garap dut akwkwkwl,False,1,3,3
23/11/24,19.32,Bayu,<media tidak disertakan>,False,1,1,1
23/11/24,19.34,Dicky,<media tidak disertakan>,False,1,1,1
23/11/24,19.55,duta,<media tidak disertakan>,False,1,1,1
23/11/24,23.24,duta,sido ne sing ndi cuy?,False,1,3,3
23/11/24,23.24,duta,sing kelompok opo analisis pieces?,False,1,3,3
23/11/24,23.24,duta,nek pieces kan golek studi kasus dewe,False,1,3,3
24/11/24,12.52,Atha,piye ki sidane sg ndi?,False,1,3,3
24/11/24,12.56,Zaki,masih bingung saya,False,1,3,3
24/11/24,22.18,Bayu,aku nganggo sek tugas1 kelompok pak,False,1,3,3
24/11/24,22.21,Alex,<media tidak disertakan>,False,1,1,1
09/12/24,18.02,Atha,iki tugas e piye wak?,False,1,3,3
09/12/24,18.12,Zaki,kurang tau,False,1,3,3
09/12/24,18.15,Bayu,info sek wes garap lekk,False,1,3,3
10/12/24,13.26,duta,rancangan e pie?,False,1,3,3
10/12/24,13.26,duta,nek ui ne ngko tak jajal gawe ne,False,1,3,3
